商品コード,商品コメント1,商品コメント2,商品コメント3,商品コメント4,商品コメント5,商品コメント6,商品コメント7,商品コメント8,商品コメント9,購入時メッセージ
15650,"<span class=""itemComment"">カメラ愛好家のための、機能性に富んだカメラ専用バッグ。<br />一眼レフカメラだけでなく、ビデオカメラケースなどとしてもお使いいただけます。<br />内側にはマジックテープ式の仕切りがついていて、カメラの大きさに合わせて固定したり、部屋を仕切ることができます。<br />外側にはスウェットとコーデュラナイロン、内側にナイロン素材を使用。<br />仕切りとメイン荷室の素材はフェルト素材でカメラを傷つける心配がありません。<br />上ブタ部分や正面ファスナー荷室にはメッシュポケットや小さなポケットがあり、メディアなどを整理することができます。<br />長さ調節が可能なショルダーストラップが付属しているので長時間持ち運ぶのにも便利です。<br />スウェット素材のジッププル、ブービーバードやチャムスのロゴ入りのタグがついていて、細部にまでこだわっています。<br />ユニセックスでお使いいただけます。</span>",,,,,,,,,
15651,"<span class=""itemComment"">カメラ用のおしゃれなミニボストンバッグ。<br />素材はスウェットとナイロンの異素材コンビ。<br />バッグの内側には専用のクッション材の間仕切りが入っています。<br />その中にカメラを収納して持ち運ぶことができます。<br />一眼レフカメラだけでなく、ビデオカメラケースなどとしても使用可能です。<br />間仕切りを外せば、ミニボストンとしてお使いいただけます。<br />外側前後には大小のマジック式のポケットがあり、前面のポケットは内側にもポケットが3つあります。<br />ハンドルにはスナップボタンがついており、ハンドルを一つにまとめて持ちやすくすることができます。<br />ショルダーストラップは着脱が可能です。<br />ブービーバードやチャムスのロゴ入りのタグがついていて、細部にまでこだわっています。<br />ユニセックスでお使いいただけます。</span>",,,,,,,,,
15652,"<span class=""itemComment"">2色の配色が可愛らしいカメラストラップ。<br />お持ちのカメラのストラップ接続部分につなげてお使いいただけます。<br />素材はスウェットとコーデュラナイロンを使用。<br />太めのストラップなので首を痛めません。<br />ストラップは長さ調節が可能。<br />ユニセックスでお使いいただけるアイテムです。
</span>
",,,,,,,,,
15653,"<span class=""itemComment"">9分丈のデニムパンツ。<br />ゆったりとしたシルエットでありながらゴム入りの裾がすっきりとした印象を与えます。<br />ウエストは空飛ぶブービーバード柄のゴムベルトで調節が可能。<br />正面には遊び心のある左右異なるポケットを配置。<br />ヒップ部分にもブービーバードのタグ付きポケットがあります。<br />いずれのポケットもスマホが入る大きさです。<br />スリッポンやスニーカーとも相性のよいパンツです。</span>
","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01""><span>サイズ</span></th><th><span>ウエスト</span></th><th><span>ヒップ</span></th><th><span>わたり幅</span></th><th><span>裾幅</span></th><th><span>股上</span></th><th><span>股下</span></th><th><span>最適ウエスト</span></th></tr>
<tr><td class=""col01"">S</td><td>77cm</td><td>112cm</td><td>31.5cm</td><td>14.5cm</td><td>28.0cm</td><td>65cm</td><td>80～84cm</td></tr>
<tr><td class=""col01"">M</td><td>81cm</td><td>117cm</td><td>32.5cm</td><td>15.5cm</td><td>29.0cm</td><td>67cm</td><td>84～88cm</td></tr>
<tr><td class=""col01"">L</td><td>85cm</td><td>122cm</td><td>34.0cm</td><td>15.5cm</td><td>29.5cm</td><td>68cm</td><td>88～92cm</td></tr>
<tr><td class=""col01"">XL</td><td>89cm</td><td>127cm</td><td>36.0cm</td><td>15.5cm</td><td>30.5cm</td><td>69cm</td><td>92～96cm</td></tr>
</table></td></tr></table>",,,,,,,,
15656,"<span class=""itemComment"">Brookfield/ブルックフィールドは日本スペックのダウンジャケット。<br />2014秋冬のニューモデルです。<br />カナダグースの定番モデル「ジャスパー」をベースに、M-65的要素を取り入れたデザイン。<br />ダウンはカナダグース独自の配合による高品質ダウン。<br />厳選されたダウンボールと少量のスモールフェザーをブレンドし、職人の手で丁寧にダウンパックに詰め、ダウンの偏りがないようにステッチング。<br />表地は、ポリエステルとコットンを混合し耐久性撥水加工を施したArctic Tech/アークティック・テックを使用。<br />アークティック・テックはポリエステルコットンにテフロン加工を施し、撥水性と耐久性を強化。<br />雪を弾き通気性にも優れた素材です。<br />ハリ感と無骨な風合いが特徴です。<br />ファーには毛足が長く、ボリュームのある天然コヨーテファーを使用。<br />コヨーテの毛は氷点下でも氷結しにくく、雪が降り積もっても簡単にふるい落とせます。<br />ファーはファスナーで取り外しが可能で、スタイルに合わせて使い回しが出来ます。<br />襟内側のアゴが触れる部分にはマイクロフリースを備え快適。<br />フードとウエスト部分にドローコードがあり、それぞれフィット感を調節できます。<br />首元のウィンドフラップは大型で男らしいデザイン。<br />フロント胸にはハンドウォーマーポケットがあり、内側にはマイクロフリースを装備し冬でも暖か。<br />フロント腰にはフラップポケットがありますが、マチにはファスナーがあり、この中もマイクロフリースを装備しています。<br />フロントの開閉部はダブルジッパーで、パラシュートボタンを採用した比翼を装備し防寒性を高めています。<br />袖の内側には風の侵入を防ぐリブ状のニットカフ。<br />左袖にはカナダグースのアイコンであるアークティック・ディスクのワッペンがあります。<br />後身頃上部にもカナダグースのロゴ入りストラップが付いています。<br />脱いだ時にこのストラップに手を入れ後ろ手で持てば、脱いだ時も男らしいシルエットが完成します。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01""><span>サイズ</span></th><th><span>着丈</span></th><th><span>胸囲</span></th><th><span>肩幅</span></th><th><span>袖丈</span></th><th><span>最適胸囲</span></th></tr>
<tr><td class=""col01"">XS</td><td>79cm</td><td>100cm</td><td>42cm</td><td>63cm</td><td>77～82cm</td></tr>
<tr><td class=""col01"">S</td><td>82cm</td><td>105cm</td><td>44cm</td><td>65cm</td><td>82～87cm</td></tr>
<tr><td class=""col01"">M</td><td>85cm</td><td>110cm</td><td>46cm</td><td>68cm</td><td>87～92cm</td></tr>
<tr><td class=""col01"">L</td><td>87cm</td><td>115cm</td><td>47cm</td><td>70cm</td><td>92～97cm</td></tr>
<tr><td class=""col01"">XL</td><td>90cm</td><td>120cm</td><td>49cm</td><td>72cm</td><td>97～102cm</td></tr>
</table></td></tr></table>",,,,,,,,
15657,"<span class=""itemComment"">Russel/ラッセルは日本スペックのダウンジャケット。<br />2014年秋冬のニューモデルです。<br />ミリタリーデザインでショート丈、身幅はゆったり目のカジュアルなモデル。<br />ダウン量が豊富で高い保温性を誇ります。<br />ダウンはカナダグース独自の配合による高品質ダウン。<br />厳選されたダウンボールと少量のスモールフェザーをブレンドし、職人の手で丁寧にダウンパックに詰め、ダウンの偏りがないようにステッチング。<br />表地は、ポリエステルとコットンを混合し耐久性撥水加工を施したArctic Tech/アークティック・テックを使用。<br />アークティック・テックはポリエステルコットンにテフロン加工を施し、撥水性と耐久性を強化。<br />雪を弾き通気性にも優れた素材です。<br />ハリ感と無骨な風合いが特徴です。<br />フードはファスナーとボタンで着脱可能。<br />フィット感を調節できるドローコードを装備。<br />ファーには毛足が長く、ボリュームのある天然コヨーテファーを使用。<br />コヨーテの毛は氷点下でも氷結しにくく、雪が降り積もっても簡単にふるい落とせます。<br />ファーはファスナーで取り外しが可能で、スタイルに合わせて使い回しが出来ます。<br />襟内側のアゴが触れる部分にはマイクロフリースを備え快適。<br />首元のウィンドフラップは大型で男らしいデザイン。<br />フロントポケットのフラップや比翼部分などにはパラシュートボタンを使用し、デザインのアクセントになっています。<br />袖の内側には風の侵入を防ぐリブ状のニットカフ。<br />左腕にはカナダグースのアイコンであるアークティック・ディスクのワッペンがあります。<br />両肘には同素材のエルボーパッチをあてた遊びのあるデザインです。<br />左右の腰のポケットは外側横から手を入れられるスリットがあるハンドウォーマー仕様。<br />内部はフリースで暖かく、ファスナー付なのでポケットとしても機能します。<br />フロントの開閉部はダブルジッパーで、パラシュートボタンを装備した比翼によって防寒性を高めています。<br />後ろ左の腰辺りにもファスナーポケットがあります。</span>
","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01""><span>サイズ</span></th><th><span>着丈</span></th><th><span>胸囲</span></th><th><span>肩幅</span></th><th><span>袖丈</span></th><th><span>最適胸囲</span></th></tr>
<tr><td class=""col01"">XS</td><td>66cm</td><td>106cm</td><td>39cm</td><td>67cm</td><td>78～83cm</td></tr>
<tr><td class=""col01"">S</td><td>69cm</td><td>110cm</td><td>40cm</td><td>69cm</td><td>82～87cm</td></tr>
<tr><td class=""col01"">M</td><td>72cm</td><td>115cm</td><td>41cm</td><td>71cm</td><td>87～92cm</td></tr>
<tr><td class=""col01"">L</td><td>74cm</td><td>120cm</td><td>42cm</td><td>73cm</td><td>92～97cm</td></tr>
<tr><td class=""col01"">XL</td><td>76cm</td><td>125cm</td><td>43cm</td><td>76cm</td><td>97～102cm</td></tr>
</table></td></tr></table>",,,,,,,,
15661,"<span class=""itemComment"">モーダのエッセンスをあわせもち、クラシコな中にもトレンド感のある艶やかな美しさを解き放つベルベストのコレクション。<br />ソフトなコンストラクションでありながら立体的なスタイリングを実現する妙は秀逸です。<br />こちらはダブルフェイスのウール素材を使用したチェスターコート。<br />ダブルフェイス生地は2枚の布の裏面を貼り合わせ、両面に表が出ている生地です。<br />こちらの生地は2枚の生地を縫いあわせて1枚にしています。<br />2枚の生地を使用すると適度にハリが出るので、裏地や芯地など副資材を使わずとも目指す形を成形しやすくなります。<br />裏地がほぼないことにより裏地の特徴に影響されず、ウール素材の柔らかさを100%楽しむことができます。<br />毛布の感覚に近いと思います。<br />このような特徴から重さもとても軽く感じられます。<br />もちろん、生地が2枚合わさっているので風を通しにくく、防寒性にも優れます。<br />ドロップは8で胴回りがすっきりしたシルエット。<br />とても軽く暖かな、見た目も柔らかなチェスターコートです。<br />内側は千鳥格子柄です。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01""><span>サイズ</span></th><th><span>着丈</span></th><th><span>胸囲</span></th><th><span>胴囲</span></th><th><span>肩幅</span></th><th><span>袖丈</span></th><th><span>最適胸囲</span></th></tr>
<tr><td class=""col01"">44</td><td>97cm</td><td>98cm</td><td>83cm</td><td>41cm</td><td>64cm</td><td>82～86cm</td></tr>
<tr><td class=""col01"">46</td><td>98cm</td><td>102cm</td><td>86cm</td><td>43cm</td><td>65cm</td><td>86～90cm</td></tr>
<tr><td class=""col01"">48</td><td>99cm</td><td>106cm</td><td>89cm</td><td>44cm</td><td>65cm</td><td>90～94cm</td></tr>
<tr><td class=""col01"">50</td><td>100cm</td><td>110cm</td><td>102cm</td><td>46cm</td><td>66cm</td><td>94～98cm</td></tr>
</table></td></tr></table>",,,,,,,,
15662,"<span class=""itemComment"">フランスのエスプリを感じさせるシャンボールのブリーフケース「CH.398 ユッセ/Usse」。<br/>外装はソフトなシボ革Lagunを使用し、内張りには手触りが滑らかなツイルコットンキャンバスを使用しています。<br/>荷室はA4ファイルが余裕で入る大きさで、通帳が入る大きさのファスナーポケットがあります。<br/>外側片面にはブランドアイコンのプレートが飾られています。<br/>もう片面にはバックル式の大型ポケットがあります。<br/>有名メゾンのファクトリーとして培ったデザイン性と作りの確かさからくる強烈な存在感がありるバッグです。</span>",,,,,,,,,
15663,"<span class=""itemComment"">フランスのエスプリを感じさせるシャンボールのクラッチバッグ。<br/>シンプルさを追求し、余分な物を削ぎ落とした気品溢れるドキュメントケース。<br/>外装はソフトなシボ革Lagunを使用し、内張りにも表側と同じくLagunを使用。<br/>贅沢な仕様です。<br/>バッグの片側にのみマチを設けることで、全体の雰囲気を損ねること無く、中の荷物を取り出しやすくする実用性も考慮された設計。<br/>ジッパーは、閉めた際にリング留めが出来るフランスらしい気の利いた遊び心を感じさせる仕様。<br/>本体内部はカードポケットのみを備えたシンプルな内装です。<br/>流線形のフォルムがエレガントで、有名メゾンのファクトリーとして培ったデザイン性と作りの確かさからくる強烈な存在感があります。</span>",,,,,,,,,
15664,"<span class=""itemComment"">GTAのスリムフィットショーツ「Darwin」。<br />トロピカル柄が春夏に相応しい一着。<br />GTAらしいドレスパンツ仕込みのテーパードされたラインが、美脚を実現してくれます。<br />ジャケットにも合わせやすいデザインで、ジャケットの合わせをためらっていた方にもおすすめです。<br />右前のコインポケットがデザインのアクセントになっています。<br />生地は製品洗いを施すことでコットン生地全体に履きこんだかのような風合いが生まれ、ドレスカジュアルスタイルに最適な仕上がりとなっています。</span>
","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th></tr>
<tr><td class=""col01"">44</td><td>79cm</td><td>100cm</td><td>31cm</td><td>22.5cm</td><td>22.0cm</td><td>22.0cm</td></tr>
<tr><td class=""col01"">46</td><td>82cm</td><td>102cm</td><td>32cm</td><td>23.0cm</td><td>23.0cm</td><td>22.0cm</td></tr>
<tr><td class=""col01"">48</td><td>86cm</td><td>106cm</td><td>33cm</td><td>23.5cm</td><td>23.5cm</td><td>23.0cm</td></tr>
<tr><td class=""col01"">50</td><td>91cm</td><td>110cm</td><td>34cm</td><td>24.0cm</td><td>23.5cm</td><td>23.0cm</td></tr>
</table></td></tr></table>",,,,,,,,
15665,"<span class=""itemComment"">グラミチショーツのナローバージョン。<br />裾が従来のショーツよりも広がらない細身のシルエットで、ストレッチが入っています。<br />細身でも穿きやすい、ジッパーフロント。<br />フロント左側にはベルトループが付いており、内蔵ベルトの先をひっかけられます。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。<br />合わせやすいベーシックトーンのカモフラ柄は、夏のコーディネートで活躍します。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01""><span>サイズ</span></th><th><span>ウエスト</span></th><th><span>ヒップ</span></th><th><span>わたり幅</span></th><th><span>裾幅</span></th><th><span>股上</span></th><th><span>股下</span></th><th><span>最適ウエスト</span></th></tr>
<tr><td class=""col01"">S</td><td>66cm</td><td>98cm</td><td>30cm</td><td>23cm</td><td>24.0cm</td><td>21.0cm</td><td>72～79cm</td></tr>
<tr><td class=""col01"">M</td><td>73cm</td><td>104cm</td><td>32cm</td><td>24cm</td><td>26.0cm</td><td>21.5cm</td><td>79～86cm</td></tr>
<tr><td class=""col01"">L</td><td>79cm</td><td>113cm</td><td>34cm</td><td>25cm</td><td>26.5cm</td><td>22.0cm</td><td>86～92cm</td></tr>
<tr><td class=""col01"">XL</td><td>85cm</td><td>121cm</td><td>35cm</td><td>26cm</td><td>27.5cm</td><td>23.0cm</td><td>92～98cm</td></tr>
</table></td></tr></table>",,,,,,,,
15666,"<span class=""itemComment"">グラミチを代表するパンツになったデニムナローパンツ。<br />細身で裾に掛けてテーパードするシルエットで、ほどよく体にフィットします。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>67cm</td><td>97cm</td><td>30cm</td><td>18.0cm</td><td>24.5cm</td><td>78.5cm</td><td>69～76cm</td></tr>
<tr><td class=""col01"">M</td><td>74cm</td><td>101cm</td><td>31cm</td><td>18.5cm</td><td>25.0cm</td><td>78.5cm</td><td>76～83cm</td></tr>
<tr><td class=""col01"">L</td><td>80cm</td><td>110cm</td><td>33cm</td><td>19.5cm</td><td>26.0cm</td><td>79.0cm</td><td>82～89cm</td></tr>
<tr><td class=""col01"">XL</td><td>87cm</td><td>117cm</td><td>36cm</td><td>20.5cm</td><td>26.5cm</td><td>79.5cm</td><td>89～96cm</td></tr>
</table></td></tr></table>",,,,,,,,
15667,"<span class=""itemComment"">グラミチのデニムナローパンツをさらに細く美しいシルエットに仕上げたデニムスキニーパンツ。<br />細身で裾に掛けてテーパードするシルエットで、ほどよく体にフィットします。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>72cm</td><td>88cm</td><td>26.0cm</td><td>15cm</td><td>23cm</td><td>75cm</td><td>72～77cm</td></tr>
<tr><td class=""col01"">M</td><td>77cm</td><td>92cm</td><td>27.5cm</td><td>16cm</td><td>24cm</td><td>76cm</td><td>77～84cm</td></tr>
<tr><td class=""col01"">L</td><td>84cm</td><td>101cm</td><td>29.0cm</td><td>18cm</td><td>25cm</td><td>77cm</td><td>84～93cm</td></tr>
<tr><td class=""col01"">XL</td><td>93cm</td><td>110cm</td><td>31.0cm</td><td>20cm</td><td>26cm</td><td>77cm</td><td>93～102cm</td></tr>
</table></td></tr></table>",,,,,,,,
15668,"<span class=""itemComment"">ラウンドファスナー採用のアニアリの長財布。<br />リアルクロコダイルを使用したラグジュアリーなMade in Japanの財布です。<br />ファスナーを開けると中央にコイン入れがあり、その両側にお札入れのがあります。<br />カードを12枚入れられる着脱可能なポケット付きの仕切りが装備され、本体にはカード入れが8つあるので、合計で20枚入れられます。<br />左右のカード入れの後ろにはそれぞれポケットがあり、領収書などをそちらに収納すればお札とカードだけのすっきりした見栄えが可能です。<br />素材はリアルクロコダイルを使用。<br />クロコダイルは希少皮革ゆえに供給が安定せず、上質な素材を確保できたときのみの不定期生産になっています。</span>",,,,,,,,,
15669,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />ラルコバレーノの中では最もスタンダードな小銭入れ付き二つ折り財布 398。<br />札入れは二室あるのでお札とレシートを分けて収納できます。<br />カード入れのコーナーをカットし、印象的なルックスと出し入れのしやすさにも一役買っています。<br />見た目の面でも、使い勝手の面でもスマートな会計を可能にしてくれる財布です。</span>",,,,,,,,,
15670,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />ラルコバレーノの極薄長財布 396。<br />コインケースは片方にマチが付いているので小銭の出し入れが簡単です。<br />反対側はカード入れで、角に切り込みが入っており、カードの出し入れもスムーズです。<br />札入れは左右に二室ずつあります。<br />豊富な収納スペースが揃いながら、ジャケットの胸ポケットに収まる薄さと軽さです。<br />見た目の面でも、使い勝手の面でもスマートな会計を可能にしてくれる財布です。</span>",,,,,,,,,
15671,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />ラルコバレーノのジッパーラウンド長財布 407。<br />コインポケットは底部が本体と縫合されていないので、気持ち浅めでコインが取り出しやすい構造。<br />領収書やお札を仕訳できる3つの札室と12枚のカードケース、2つのポケットがあり、高い収納力を誇ります。<br />内側両端のカードケースは上下が2段で無理なくカードの出し入れができます。<br />使用頻度の高いカードは中央の2枚ずつのカードケースに収納すれば、さらに使い勝手がスムーズです。<br />見た目の面でも、使い勝手の面でもスマートな会計を可能にしてくれる財布です。</span>",,,,,,,,,
15672,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />ラルコバレーノの軽量、コンパクトなミニラウンドジッパーウォレット 393。<br />ジッパーを開けると収納スペースが蛇腹式に広がります。<br />コインポケットはジッパーが無いのですぐにコインを取り出せ、マチありなので取り出しやすい構造です。<br />カードやレシートなども多様な場所に収納できます。<br />カード入れは角をカットしてあり、カードの出し入れもスムーズです。<br />パンツのポケットに入る、コンパクトな財布です。</span>",,,,,,,,,
15673,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なため使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />3つのポケットを擁するトリプルコインケース 577。<br />コインやお札、領収書を分けて入れたり、海外出張が多いビジネスマンが各国の通貨を区分して持ち歩く場面に最適です。</span>",,,,,,,,,
15674,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />コンパクトなサイズの札入れ 402。<br />横型のカードポケットを3つ備え、更にギミックの凝ったカードポケットを2つ備えることで、目で見ても楽しめる仕様になっています。<br />ポケットも2つ備わっているので、領収書なども収納できます。<br />とても薄くパンツにもジャケットにも響かない札入れです。</span>",,,,,,,,,
15675,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />超小型、コンパクトな三つ折りミニウォレット 392。<br />使い易いボックス型のコイン室を外付けし、札室と3枚のカード収納機能を備えた三つ折のミニ財布です。<br />複雑な構造の中にもコバへの拘りや薄作りなどのラルコバレーノらしさが見えます。<br />カード入れは角をカットしてあり、カードの出し入れもスムーズです。<br />ウォレットチェーン用のDリング付き。<br />使用例の写真にあるウォレットコードは別売りです。</span>",,,,,,,,,
15676,"<span class=""itemComment"">2008年創業、新進気鋭の革小物ブランド「ラルコバレーノ」。<br />薄く剥いた2枚の革を貼り合わせたレザーを用い、究極の軽さと薄さを実現しています。<br />表版、内造り、ライニング、全ての部材にレザーを使用。<br />段差を無くしたコバに光沢のある塗料を用い、コバの美しさもデザインの一つになっています。<br />レザーはフランスのタンナー、アルラン社のゴートレザー。<br />アルラン社は世界の名だたるメゾンにも革を供給するタンナーです。<br />アルラン社とラルコバレーノが共同開発したゴートレザーはフランス産原皮にクロームなめしとミネラルなめしを施し、シュリンク加工でシボ感を強調した最高級の革です。<br />ゴートレザーは薄く軽く、しかしながら耐久性に優れ、汚れや傷がつきにくい素材です。<br />適度に柔軟なためカードなどの出し入れなど使い勝手も抜群で、手にもよくなじみます。<br />フランスらしい発色の良さも魅力です。<br />刻印“Tutto In Pelle Fatto A Mano”は“オールレザー・ハンドメイド”を意味しています。<br />大型のジップラウンド長財布、406 オーガナイズジップウォレット。<br />内側が大きく開き、見開きでカード類が確認でき、出し入れがスムーズです。<br />カード入れは角をカットしてあり、カードの出し入れもスムーズです。<br />コインケースは片側にマチがあるため小銭が取りやすい設計です。<br />多目的ポケットもあり、パスポートもすんなり入るサイズで日常使いから旅行の際にも重宝します。</span>",,,,,,,,,
